,Descrição,UF,count,min,max,mean,std
40697,RESINA COMPOSTA,AC,91,11.63,297.98,180.57901098901098,101.39076065790594
48876,ÂNCORA DE SUTURA ORTOPÉDICA,RJ,90,564.0,19125.0,5308.7553333333335,5819.474745664159
26237,INSULINA,RJ,90,15.5,230.04,54.91499999999999,58.396282324526794
43516,SUCO,AC,90,0.85,20.6,5.2194199999999995,3.7122361337378873
26629,Informação protegida por sigilo nos termos da legislação vigente,PR,90,2.2,79998.48,1870.1441616035513,10131.427987489062
2758,ANTICORPO,PA,90,2.57,6930.0,2590.7157777777775,1850.1174134662872
39764,REAGENTE PARA DIAGNÓSTICO CLÍNICO 5,PA,90,1.1,8650.0,967.9607777777778,1479.8157800047522
17422,DISJUNTOR BAIXA TENSÃO,MG,89,6.07,1075.99,63.02924719101124,151.61062500340486
22010,FIO DE SUTURA,SE,89,1.54,38.03,6.0507865168539325,6.501149762772579
45418,TINTA ACRÍLICA,MG,89,4.48,859.0,181.09449438202248,136.00531032422657
39792,REAGENTE PARA DIAGNÓSTICO CLÍNICO 6,RN,89,0.47,133.69,19.58303370786517,31.227265999898176
465,ACESSO A INTERNET VIA CABO,MG,88,100.0,2794.98,1327.0641666666668,356.0930526547496
21762,FILTRO COMBUSTÍVEL,RN,88,10.84,279.75,59.32145454545454,52.89805328510901
43529,SUCO,PI,88,1.97,53.98,25.71261363636364,17.11782377498776
31819,MOLHO DE MESA,RS,87,1.08,43.2,6.927931034482759,7.7566015601312355
7533,BÉQUER,RJ,86,2.0,297.63,30.269651162790698,57.88100544774241
18758,EQUIPAMENTO / ACESSÓRIO ANIMAL,MG,86,0.62,1941.32,91.91846511627908,249.28320829462913
8588,CAIXA SOM,AC,86,89.1,12500.0,663.5116860465116,2065.667873398706
43343,SONDA TRATO URINÁRIO,MG,86,0.45,30.65,5.2662790697674415,6.743591999121507
9902,CARNE BOVINA IN NATURA,PI,85,13.0,111.0,33.94611764705883,15.651775427523022
23551,FRUTA,TO,85,2.82,17.46,7.518823529411765,4.4230902286600875
42182,SEMENTES E MUDAS DE PLANTAS,RS,85,3.15,1139.98,191.56223529411767,295.9019039325303
36388,PIPETA,MG,85,0.11,6900.0,170.67117647058825,895.5979699213094
34290,PAPEL HIGIÊNICO,AC,85,0.83,85.0,3.4627107843137255,9.043862523118548
16443,DESINSETIZACAO / DESRATIZACAO / DEDETIZACAO,RN,85,0.03,2422.0,381.952,647.4305883661732
45428,TINTA ACRÍLICA,RS,85,1.0,1169.5,237.67082352941176,194.74321204755626
42983,SISTEMA FIXAÇÃO ORTOPÉDICO EXTERNO,RJ,85,31.61,70000.0,20075.583647058826,18473.297958274987
30053,MATERIAL ESPECIAL ORTOPEDIA,RJ,85,50.0,17100.0,4908.204117647058,6661.807820742643
27223,LEGUME EM CONSERVA,AC,85,2.12,64.0,21.72270588235294,14.092477087019843
40704,RESINA COMPOSTA,MS,85,9.67,462.0,84.7009294117647,89.23590013524456
2730,ANTIBIOGRAMA,BA,84,0.22,94.0,16.196309523809525,18.129811021135243
38274,PRESTACAO DE SERVICOS DE BOMBEIRO HIDRAULICO,RJ,84,4.86,699.1,39.96630952380953,84.68771795817433
17769,DOCE NÃO CONFEITADO,AC,84,0.28,137.01,21.86654761904762,27.31029513695493
39341,QUEIJO,RN,84,4.4,139.0,42.36797619047619,27.016838603804192
42557,SERVICO FUNERARIO DE CREMACAO  / SEPULTAMENTO / TRANSLADO,RS,84,2.19,11000.0,5221.782499999999,2831.620386865612
40698,RESINA COMPOSTA,AL,84,9.67,462.0,80.90082142857143,82.56347639403836
9336,CANTINA / BAR / LANCHONETE / REFEICAO RAPIDA / RESTAURANTE,AC,83,0.1,13.0,4.786867469879518,2.83699253664039
29230,MACARRÃO,RJ,83,1.0,24.860000000000003,6.378551807228916,5.474937244285878
49015,ÓLEO LUBRIFICANTE,RN,83,8.54,158000.0,2200.473759036144,17311.076769524207
42663,SERVIDOR,AC,82,5150.0,10600000.0,481380.07175853656,1512266.6006962426
25143,HASTE DE PLASTICO,AL,82,0.19,60000.0,9065.230731707317,10515.341559700988
17428,DISJUNTOR BAIXA TENSÃO,PR,82,6.9,1409.995,58.54991585365854,216.08423351494454
28104,LIVRO LITERATURA,MG,82,19.0,190.0,34.334634146341465,19.1146953483324
43139,SOLUÇÃO,AC,82,3.85,4090.0,419.5488414634146,852.015363013658
27257,LEGUME IN NATURA,PB,82,1.36,18.0,4.291341463414634,3.421737614387805
17918,DRENO CIRÚRGICO,RJ,82,1.05,225.0,25.514878048780485,51.96219214917619
25144,HASTE DE PLASTICO,MS,82,0.19,60000.0,9065.230731707317,10515.341559700988
41805,SALGADOS DIVERSOS,RJ,81,0.3,55.09,14.451493827160492,12.806996998831789
45898,TORNEIRA,RJ,81,3.0,500.0,75.57366739288308,76.84950127773958
42181,SEMENTES E MUDAS DE PLANTAS,RN,81,3.15,1139.98,199.7237037037037,300.80384663200556
47522,VERDURA IN NATURA,AC,81,1.1,39.99,7.0791358024691355,7.312323023077357
40271,REFRIGERANTE,RS,81,1.8,10.3,3.724691358024691,1.7205697358867444
31816,MOLHO DE MESA,RJ,81,0.88,19.2,5.62074074074074,4.291717248892853
15270,CORTA - FIO,RJ,80,0.18,9300.0,455.06774333333334,1436.1918428442386
10183,CARRO DE COMBATE SOBRE LAGARTA,RS,80,7.3,55758.98,3175.6155,8797.715139058695
47903,VÁLVULA,RJ,80,0.676,68593.0,1922.886804166667,8026.650928089739
17787,DOCE NÃO CONFEITADO,RS,80,0.38,62.62,9.647,9.168344604387975
21530,FERTILIZANTE NATURAL,AC,80,21.5,1496.0,270.02331150446776,245.13052395125604
38838,PROVETA,MG,79,4.0,120.0,23.480379746835442,22.276071814729125
42888,SISTEMA DE DERIVAÇÃO,RJ,79,405.0,23000.0,8603.506329113925,5777.568119456442
7433,BUFFET,AC,79,0.18,199.54,25.271645569620254,35.32490341251534
48772,ÁLCOOL ETÍLICO,MG,79,1.4400000000000002,450.0,24.232377507729424,54.70677330702944
26625,Informação protegida por sigilo nos termos da legislação vigente,MT,79,1.0,294000.0,6510.778987341772,34021.74937530399
1547,AGULHA HIPODÉRMICA,RJ,78,0.08,34.6,4.43810811965812,8.323769105011305
23531,FRUTA,BA,78,0.8500000000000001,35.95,6.057286324786325,6.726159110958415
23501,FRIOS,RS,78,7.2,65.10000000000001,26.579871794871796,14.78214072450044
17432,DISJUNTOR BAIXA TENSÃO,RS,78,6.68,294.99,39.46230769230769,61.270592084177316
38906,PRÓTESE DE OMBRO IMPLANTÁVEL,RJ,78,600.0,22125.0,5462.014999999999,4383.8443017254585
27249,LEGUME IN NATURA,BA,78,1.25,21.18,4.721699346405229,3.471601493291112
13754,CONDIMENTO,SC,78,0.99,48.46,9.90076923076923,10.070256805457948
14101,CONEXÃO METÁLICA,AC,77,6.27,315722.77,28549.85376623377,50016.80163212843
2935,APARELHO DE TAPE,RS,77,5.95,268.0,26.32116883116883,43.76551682648729
39805,REAGENTE PARA DIAGNÓSTICO CLÍNICO 7,MG,77,1.51,3760.0,435.25623376623383,1052.609777072955
14566,CONJUNTO INSTRUMENTAL CIRÚRGICO,RJ,77,10.0,25760.0,7495.570129870131,7640.237149255197
9896,CARNE BOVINA IN NATURA,MG,77,14.95,66.17,32.780649350649355,9.267191043458286
18359,EMBUTIDO,RS,77,0.205,95.0,16.998636363636365,10.61382748923742
35758,PEÇA EQUIPAMENTO MÉDICO,RJ,77,6.4,25000.0,3942.0192207792206,7975.004533600718
46854,TUBO PARA COLETA DE AMOSTRA BIOLÓGICA,RJ,77,0.31,132.5,13.065497402597403,29.804974254979538
8559,CAIXA PLÁSTICA,RS,77,4.3833,282.88,59.00878701298701,45.33280939503705
16968,DIETA ENTERAL,MG,77,0.02,179.2,20.66155844155844,36.58937730748952
45818,TOMADA,RJ,76,1.8,7392.080000000001,114.31298684210526,849.1204208838775
39765,REAGENTE PARA DIAGNÓSTICO CLÍNICO 5,PB,75,0.14,62.75,8.258666666666667,13.318434423591064
14078,CONEXÃO HIDRÁULICA,PB,75,0.48,380.0,13.519733333333333,45.64461887627457
37365,PONTEIRA LABORATÓRIO,MG,75,0.01,1434.2,66.9479516,196.9792603544592
14664,CONJUNTO PARA ANÁLISE,MG,75,4.9,48472.0,4769.403466666667,7511.787134086379
9223,CANETA ESFEROGRÁFICA,RJ,75,0.3,37.5,8.780167555555556,11.871824383552138
28710,LUVA PARA PROCEDIMENTO NÃO CIRÚRGICO,BA,75,0.28,60.48,24.9956,11.54713141398728
16969,DIETA ENTERAL,MS,74,0.0316,109.9,12.356059459459459,25.52426409283527
25773,IMPRESSO PADRONIZADO,RO,74,250.0,8122.5,2007.2175675675676,1816.2380518132186
27490,LENTE INTRAOCULAR,RJ,74,196.5,392.3,273.5864864864865,75.44705723234249
38880,PRÓTESE CARDÍACA,RJ,74,1500.0,91000.0,12658.194054054055,19565.853758773526
2755,ANTICORPO,BA,74,10.0,60.0,20.532702702702704,11.319981642041519
15088,CORANTE,RS,74,0.02,490.0,123.18283783783785,145.26170846658414
30262,MEDICINA TRABALHO - PERICIA SERVICO MEDICO / ENGENHARIA,BA,74,180.0,800.2399999999999,323.8814864864865,96.42951846818829
2739,ANTIBIOGRAMA,RN,74,10.64,650.0,33.50918918918919,105.42270012053118
35179,PEIXE IN NATURA,RJ,74,8.99,88.0,30.25,16.0062603334762
27312,LEGUMINOSA,RJ,74,3.46,16.89,7.164310810810811,2.0876904255737276
27820,LIMA USO ODONTOLÓGICO,PI,74,11.0,267.7,73.04378378378378,74.1023340675176
6086,BISCOITO,MS,73,0.56,79.59,10.740410958904109,20.34670430850304
23386,FRASCO LABORATÓRIO,RJ,73,0.24,5937.5,223.8206185139062,734.445277495656
26796,JOGO DE FERRAMENTA,MG,73,4.26,65679.25,1097.6024178082193,7681.881256901652
45821,TOMADA,RS,73,2.8,201.0,15.174499999999998,26.94875038305734
31954,MORFINA,RJ,73,0.42,22.17,3.597794520547945,3.814744905403623
26310,INTRODUTOR PERCUTÂNEO,RJ,73,29.46,5200.0,427.0460273972603,829.6166368750285
25963,INDICADOR QUÍMICO,RJ,72,0.1,127.5,9.939722222222223,20.896905557847166
33558,OUTSOURCING DE IMPRESSAO - PAGINAS A4 - MONOCROMATICO - EXCEDENTE A FRANQUIA SEM PAPEL,RN,72,0.01,0.17,0.04791666666666667,0.03964410333930463
43155,SOLUÇÃO,RS,72,2.17,560.0,57.50207407407408,104.4308089911014
4399,AVENTAL HOSPITALAR,RJ,72,1.46,123.0,25.063055555555554,34.80966895136913
28597,LUVA CONEXÃO,AC,72,0.3899999999999999,53.35,13.584166666666668,13.281772509191518
42880,SISTEMA DE COMPRESSÃO,RJ,72,30.0,40.0,33.381249999999994,3.9844012530203865
26623,Informação protegida por sigilo nos termos da legislação vigente,MG,72,0.15,339700.0,10315.538078703705,43866.86076654836
18356,EMBUTIDO,RJ,72,4.66,25.3,13.015416666666667,4.4489318032692795
9901,CARNE BOVINA IN NATURA,PE,72,12.97,58.23,33.959583333333335,10.030402578176096
41604,SACO,RJ,71,0.035,3090.0,189.97575798122065,570.62231915089
3349,AR CONDICIONADO - INSTALACAO/MONTAGEM/DESMONATAGEM/REMOÇÃO -(PAREDE / SISTEMAS),PE,71,57.75,75000.0,3548.2558685446006,11717.693649850802
20753,EXPANSOR - FIXO / AJUSTAVEL,BA,71,2.04,512.02,116.59225352112675,128.12456518334227
30055,MATERIAL ESPECIAL P/ ENDOSCOPIA,RN,71,14.5,9411.67,777.8474647887324,1342.0160482782378
39654,REAGENTE ANALÍTICO 2,PA,71,0.7,12240.0,3240.573102816901,2874.0326766458425
7115,BRINQUEDO EM GERAL,MS,70,46.9,3664.86,313.65285714285716,592.2567327203534
28191,LIXEIRA,RJ,70,7.03,1170.0,190.99461720116616,225.99353170364006
45492,TINTA ESMALTE,RJ,70,13.5,429.0,82.55446054421769,64.64558215348298
39325,QUEIJO,AC,70,3.15,88.25,30.526254047619048,16.490675298546655
7112,BRINQUEDO EM GERAL,AL,70,46.9,3664.86,313.65285714285716,592.2567327203534
35743,PEÇA EQUIPAMENTO LABORATÓRIO,RJ,70,0.8,64021.03,2753.924995376712,8050.3256373820595
41176,ROLO PINTURA PREDIAL,RJ,70,1.15,26.98,5.892328571428572,4.612402105230124
46857,TUBO PARA COLETA DE AMOSTRA BIOLÓGICA,RS,70,0.32,100.0,7.5597134285714285,22.816031292998176
18491,ENDOPRÓTESE LUMINAL,RJ,70,88.97,11500.0,2910.6364285714285,2597.275684126856
7740,CABO ELÉTRICO FLEXÍVEL,RS,69,1.54,1800.0,249.216231884058,348.961463252882
40252,REFRIGERANTE,AC,69,1.3,31.54,5.018073913043478,4.821917001495304
48798,ÁLCOOL ETÍLICO LIMPEZA DE AMBIENTES,AC,69,4.0,102.0,36.69311521739131,41.03279207570139
47536,VERDURA IN NATURA,PR,69,1.2,51.67,6.203623188405797,8.08472833604752
7178,BROCA ALTA ROTAÇÃO,PI,69,1.65,50.61,4.443478260869566,8.72720287816929
34004,PANO LIMPEZA,RJ,69,0.49,199.998,37.72748309178744,52.26151531185538
17465,DISPENSER HIGIENIZADOR,AC,69,9.8,32.5,22.287391304347825,6.7150401102945345
2896,APARELHO AR CONDICIONADO,SP,69,1510.0,9680.0,3767.414963768116,2159.2407286260245
34848,PASTA ARQUIVO,RS,69,0.74,152.9,11.368695652173912,19.930684067319525
47434,VENTILADOR,AC,69,119.21,323.72,208.8895652173913,64.8590797633559
40720,RESISTOR CARBONO,BA,69,0.03,0.03,0.03,0.0
7155,BROCA,MG,68,1.15,827.2299999999999,39.70264705882352,114.45247195308659
47530,VERDURA IN NATURA,MS,68,1.77,16.59,5.6585294117647065,3.3858160085713696
16793,DEXAMETASONA,RJ,68,0.16,3406.55,311.59029411764703,972.3710509805335
21764,FILTRO COMBUSTÍVEL,SC,68,4.3,218.4,54.08367647058824,39.66425011301859
30417,MEIO DE CULTURA,RN,68,2.5,1682.49,227.14867647058824,302.398435985178
48688,ÁGUA MINERAL NATURAL,RN,68,0.5800000000000001,40.0,6.858469684304043,7.299378398248989
28580,LUVA CIRÚRGICA,MG,68,1.01,8.7,2.865955882352941,2.238189209678907
23498,FRIOS,RJ,68,3.49,126.15,27.476911764705882,23.564836265735114
13348,COLUNA CROMATOGRÁFICA,RJ,67,38.830000000000005,10800.0,4108.268756218905,2540.9089690324818
13756,CONDIMENTO,SP,67,0.43,129.0,15.609850746268659,25.566821213187268
17435,DISJUNTOR BAIXA TENSÃO,SP,67,8.5,303.0,56.320447761194025,61.8200883657897
26621,Informação protegida por sigilo nos termos da legislação vigente,CE,67,0.01,475811.14,18186.0340741563,66891.14079835692
46721,TUBO ENDOTRAQUEAL,MG,67,2.88,35.0,8.793134328358208,8.381690761841377
14887,CONTRASTE RADIOLÓGICO,RJ,67,13.33,612.8199999999999,112.39791044776119,154.18430775926575
40267,REFRIGERANTE,RJ,67,1.8,13.58,4.218059701492537,2.101303519539767
36096,PILHA,RJ,67,0.59,35.5,4.458094112769486,4.814200853941608
25210,HEMOSTÁTICO ABSORVÍVEL,RJ,66,29.6,10350.0,928.205303030303,1873.0256380184767
22289,FITA ISOLANTE ELÉTRICA,RJ,66,2.2,45.35,11.827590909090908,11.407133262167106
9932,CARNE DE AVE IN NATURA,RS,66,7.89,33.3,15.236666666666666,5.861544646339021
12924,COLA,RJ,66,0.76,3739.0,242.37265151515152,855.0193112597468
33502,OUTSOURCING DE  IMPRESSAO - PAGINAS A4 - MONOCROMATICO - DENTRO DA FRANQUIA SEM PAPEL,RN,66,0.0399999999999999,0.23,0.10545454545454545,0.04943315045226596
15953,CÂNULA OROFARÍNGEA GUEDEL,RJ,66,2.51,66.95,5.890757575757576,8.948387445723833
46724,TUBO ENDOTRAQUEAL,PE,66,3.95,237.0,11.270303030303031,29.191716473616115
27268,LEGUME IN NATURA,SP,66,1.01,45.9,7.890757575757576,8.62083760174793
6085,BISCOITO,MG,65,0.54,108.8,7.81876923076923,18.985761236029976
16971,DIETA ENTERAL,PE,65,1.98,120.0,34.334153846153846,22.982821294685767
31808,MOLHO DE MESA,MG,65,1.49,36.09,8.061384615384615,6.637555290947461
41665,SACO PLÁSTICO LIXO,RS,65,0.17,134.5,22.64134307692308,22.36883203674513
39779,REAGENTE PARA DIAGNÓSTICO CLÍNICO 6,AM,65,0.7,721.25,34.778615384615385,99.72353204417394
7184,BROCA ALTA ROTAÇÃO,SC,65,1.5799999999999998,24.45,2.5556923076923077,3.3283286765050946
8266,CAFÉ,AC,65,6.1,104.9,18.084734871794872,13.03951963109331
10653,CATETER P/ HEMODINÂMICA,BA,65,40.0,3800.0,173.95953846153847,460.31931212009897
22162,FITA ADESIVA,MG,65,0.99,171.24,18.160153846153847,29.2495142850862
44896,TEMPERO,RS,64,1.78,39.5,9.2090625,9.997328646169626
26108,INSTALACAO E MONTAGEM DE REDE LOCAL DE CONECTIVIDADE,MS,64,2.8,1749.95,270.0296875,396.82383938151713
26106,INSTALACAO E MONTAGEM DE REDE LOCAL DE CONECTIVIDADE,AL,64,2.8,1749.95,270.0296875,396.82383938151713
39658,REAGENTE ANALÍTICO 2,RJ,64,2.9633,86890.0,2314.2866140625,10886.886319484382
39338,QUEIJO,PI,64,5.0,122.5,41.04578125,24.124795175029014
9981,CARNE PROCESSADA,RJ,64,0.74,33.0,13.25453125,5.490767410928339
30463,MEIO DE CULTURA.,RJ,64,0.64,1985.0,202.52859375,417.17903948650155
13736,CONDIMENTO,AM,64,0.6000000000000001,54.33,15.6840625,12.731496217355591
27239,LEGUME EM CONSERVA,RN,64,2.19,55.51,19.0246875,14.440784832115611
12194,CIPROFLOXACINO CLORIDRATO,RJ,64,0.19,30.0,13.795625,9.780473724203816
38908,PRÓTESE DE QUADRIL,AL,64,400.0,18508.0,4128.3065625,3205.5415433946987
45520,TINTA IMPRESSORA,RJ,64,7.5,532.58,46.3025,85.26855910024368
7170,BROCA ALTA ROTAÇÃO,BA,64,1.49,80.32000000000001,6.829375,10.878988759465258
8002,CADEADO,AC,64,8.0,50.0,40.43359375,14.238907503034085
22250,FITA HOSPITALAR,RJ,64,1.1,78.53,10.67245246934605,14.978540994056619
7735,CABO ELÉTRICO FLEXÍVEL,PR,64,5.140000000000001,69012.49,3225.47921875,10962.145466606391
38911,PRÓTESE DE QUADRIL,MS,64,400.0,18508.0,4128.3065625,3205.5415433946987
7743,CABO ELÉTRICO FLEXÍVEL,SP,64,0.89,1000.0,90.16234375,191.84877152509858
37236,POLPA DE FRUTA,AC,64,2.49,24.0,8.634234375,4.330154917651687
45891,TORNEIRA,MG,64,2.54,574.32,64.782546875,86.46572905775925
43458,SORO,RS,63,15.49,1888.0,385.3728571428572,474.6965459737904
21400,FENTANILA,RJ,63,1.4,127.54,19.081078941798943,38.884519041491146
47664,VESTUÁRIO DE SEGURANÇA,RS,63,0.65,389.9,51.612857142857145,79.76340450455135
38268,PRESTACAO DE SERVICOS DE APOIO ADMINISTRATIVO,RS,63,1179.0,6187030.2,116757.33380952381,777764.6133707681
13463,COMPONENTE MECANICO,PE,63,1.05,175500.0,5841.516031746032,23546.308862042377
47663,VESTUÁRIO DE SEGURANÇA,RN,63,0.65,389.9,51.612857142857145,79.76340450455135
27811,LIMA USO ODONTOLÓGICO,BA,63,11.0,239.0,75.56190476190476,71.42800961530209
38947,PRÓTESE VASCULAR,RJ,63,420.0,18400.0,3319.5733333333333,4028.594362670674
15041,COPO DESCARTÁVEL,AC,63,0.77,150.0,64.72432010582011,49.04135892431653
45811,TOMADA,MG,63,3.0,223.55,15.897089947089947,31.655463680406392
39783,REAGENTE PARA DIAGNÓSTICO CLÍNICO 6,MG,62,0.53,751.35,35.0541935483871,127.1937471726923
31438,MIDAZOLAM,RJ,62,1.37,140.0,10.203709677419354,17.969085951909683
14085,CONEXÃO HIDRÁULICA,RR,62,0.48,380.0,15.38225806451613,50.03891850659205
27722,LICENCIAMENTO DE DIREITOS PERMANENTES  DE  USO  DE  SOFTWAREPARA SERVIDOR,RJ,62,145.0,2554544.89,166637.4195698925,494493.3749905528
39141,PÃO,AC,62,0.99,33.58,9.751233870967742,7.1651590265020255
43537,SUCO,SP,62,0.94,70.0,10.702096774193548,16.74827704738774
39814,REAGENTE PARA DIAGNÓSTICO CLÍNICO 7,RN,62,0.68,5000.0,396.55967741935484,1031.8515423812905
12330,CLARITROMICINA,RJ,62,2.24,65.0,31.453870967741935,21.026800802382606
360,ABRAÇADEIRA,RJ,62,0.13,125.67,12.374172904893967,18.566772667463987
28651,LUVA DE PROTEÇÃO,RJ,62,0.18,210.0,46.132919018817205,61.73806357058997
27310,LEGUMINOSA,PI,62,6.47,16.45,8.877258064516129,2.203016686835322
19873,ESPONJA LIMPEZA,RJ,62,0.25,11.0,1.7150308064516129,1.9580344384405017
42478,SERVICO DE LINK VIA CABO,RS,62,510.0,3500.0,1360.0591397849464,653.7612725952276
17423,DISJUNTOR BAIXA TENSÃO,MS,61,6.69,106.83,28.78704918032787,20.09972382432673
14106,CONEXÃO METÁLICA,RS,61,3.19,150.0,44.46868852459016,36.45982032664679
5916,BICARBONATO DE SÓDIO,RJ,61,0.43,1270.0,49.236393442622955,172.10732978805973
36100,PILHA,RS,61,0.4,32.5,6.7639344262295085,6.475089260308444
6095,BISCOITO,RO,61,1.51,6.55,4.331147540983606,1.456043839038573
14450,CONJUNTO DRENAGEM TÓRAX,RJ,61,3.0,2036.0,56.669836065573776,260.0331433458166
14104,CONEXÃO METÁLICA,RJ,61,3.91,2500.0,212.755956284153,366.7520340638207
28320,LOCACAO GUARITA / CABINE SANITARIA,MG,61,154.0,675.0,382.5295081967213,166.25109118866186
1539,AGULHA HIPODÉRMICA,MG,61,0.08,46.35,10.187529508196722,11.0328369293569
39766,REAGENTE PARA DIAGNÓSTICO CLÍNICO 5,PE,61,0.23,2293.0,207.17304918032787,536.0895295733548
20596,ETIQUETA AUTO-ADESIVA,RJ,61,0.014,321.77000000000004,27.092160291438983,55.32683596326078
27230,LEGUME EM CONSERVA,MG,60,2.15,72.99,28.368,16.211848648755932
41596,SACO,MG,60,0.08,752.0,67.04978333333334,136.55534336324578
35761,PEÇA EQUIPAMENTO MÉDICO,RS,60,10.25,10733.28,423.8236666666666,1492.554929557251
46801,TUBO LABORATÓRIO,MG,60,0.08,10434.0,332.66075333333333,1456.9386384310676
4966,BANDEIRA EM GERAL,MG,60,24.0,4355.0,336.88483333333335,783.4685367256012
4938,BANDA ORTODÔNTICA,PE,60,7.87,9.59,9.535833333333333,0.23230088369391091
36833,PLACA ORTOPÉDICA P/ MINI E MICRO FRAGMENTOS,PE,60,650.0,8533.33,1789.8461666666667,1791.375525039009
47542,VERDURA IN NATURA,SC,60,1.95,19.44,5.298500000000001,3.019203972426945
7724,CABO ELÉTRICO FLEXÍVEL,CE,60,1.04,650.0,51.957166666666666,131.96158317559335
17416,DISJUNTOR BAIXA TENSÃO,AM,59,7.779999999999999,473.0,50.0264406779661,79.68870968277692
48684,ÁGUA MINERAL NATURAL,PE,59,0.53,26733.0,458.9253164514393,3479.5705413848627
29222,MACARRÃO,MG,59,2.2,23.8,5.237796610169492,3.5585458420039333
26757,JOGO CHAVE,AC,59,7.09,4500.0,421.6640677966102,776.6321952288138
11157,CESSAO TEMPORARIA DE DIREITOS SOBRE PROGRAMAS DE COMPUTADOR LOCACAO DE SOFTWARE,RJ,59,25.2,3144094.64,97724.11544794188,424811.8615914947
24683,GRAMPO - CARGA PARA GRAMPEADOR CIRÚRGICO,RJ,59,100.0,3999.0,896.173220338983,759.732067661063
38844,PROVETA,RJ,59,8.91,1082.0,76.01449152542372,164.83077841431202
23552,FRUTA - XAROPE,AM,59,9.0,89.0,26.799830508474578,13.646442063968914
44696,TELA CIRÚRGICA,RJ,59,29.66,9380.0,2697.4301694915257,2720.0177483526495
44816,TELEVISOR,AC,59,1690.0,25000.0,4607.936289265537,4323.627302027405
4939,BANDA ORTODÔNTICA,RN,59,7.87,9.48,8.616101694915255,0.2517114998068401
44181,SWITCH,AC,59,57.6,317300.0,48395.27262711864,68052.00762340716
39808,REAGENTE PARA DIAGNÓSTICO CLÍNICO 7,PA,59,1.49,3060.0,666.0606779661017,605.5048506536094
6954,BOTA SEGURANÇA,RJ,58,23.52,828.0,134.3743103448276,226.20208432123346
22157,FITA ADESIVA,AM,58,0.83,160.0,20.481896551724137,39.28994462927591
6094,BISCOITO,RN,58,0.6699999999999999,23.5,5.673275862068966,4.709206506680827
43351,SONDA TRATO URINÁRIO,RN,58,0.39,35.76,5.678189655172414,6.688965166487832
48665,ÁGUA DESTILADA,RJ,58,0.25,147.0,5.124305866547246,19.110948228609136
13737,CONDIMENTO,BA,58,2.13,305.0,28.103965517241377,46.749450730975575
25108,HALOPERIDOL,RJ,58,0.12,8.12,2.4586206896551723,2.0990536282575705
34829,PASTA ARQUIVO,AC,58,0.74,40.0,9.879827586206897,10.144621510129742
7191,BROCA BAIXA ROTAÇÃO,MG,58,2.98,569.91,47.47655172413793,102.9750244383376
7173,BROCA ALTA ROTAÇÃO,MG,58,2.02,50.12,9.891206896551726,10.276943377508362
17337,DISCO MAGNÉTICO,AC,58,163.8,2089.21,1337.9603448275861,684.9502806516626
47534,VERDURA IN NATURA,PE,58,1.25,22.0,7.369137931034484,5.473655337393018
39908,RECARGA COPIADORA / IMPRESSORA,AC,58,7.0,3900.0,560.7860344827586,697.998255268366
18699,ENZIMA,RJ,58,0.52,12625.0,1634.9453448275863,2624.8880156385453
28720,LUVA PARA PROCEDIMENTO NÃO CIRÚRGICO,PE,58,0.2984,70.0,28.78698620689655,16.942472056452274
26634,Informação protegida por sigilo nos termos da legislação vigente,RS,58,0.21,646341.84,22871.047931034478,96274.30652006363
32467,MÁSCARA GASOTERAPIA,RJ,58,6.0,42.0,20.353620689655173,8.374847618048303
46808,TUBO LABORATÓRIO,RJ,58,0.06,3680.0,139.04794367816092,516.7594972268114
3848,ARROZ BENEFICIADO,RJ,58,3.2,25.24,10.16793103448276,7.424276385938865
